id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
3363954,Australia,NSW,BALLINA SHIRE COUNCIL,House,0.00,"$2,900.00 ",Entire home/apt,3,4,4
13048065,Australia,NSW,BALLINA SHIRE COUNCIL,House,1.55,$28.00 ,Private room,1,1,1
1451202,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,15.00,$141.00 ,Entire home/apt,1,1,1
2345959,Australia,NSW,BALLINA SHIRE COUNCIL,House,16.43,$50.00 ,Private room,4,4,3
26087141,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.50,$52.00 ,Private room,1,1,1
26314590,Australia,NSW,BALLINA SHIRE COUNCIL,House,16.08,$50.00 ,Private room,1,1,1
17031042,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,17.18,$45.00 ,Private room,1,1,2
21080873,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.13,$50.00 ,Private room,1,1,1
15473801,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.19,$65.00 ,Private room,1,1,1
10864615,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.07,$51.00 ,Private room,1,1,1
4278650,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.36,$60.00 ,Private room,1,1,1
24859207,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.60,$60.00 ,Private room,1,1,1
22518773,Australia,New South Wales,BALLINA SHIRE COUNCIL,House,19.04,$70.00 ,Private room,1,3,6
4164430,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.37,$70.00 ,Private room,1,1,1
25432662,Australia,NSW,BALLINA SHIRE COUNCIL,House,16.10,$45.00 ,Private room,1,1,1
31195850,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,18.14,$75.00 ,Private room,1,0,1
20195913,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,18.53,$70.00 ,Private room,1,1,1
21031297,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.61,$75.00 ,Private room,1,1,2
31398161,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.90,$60.00 ,Private room,2,2,2
11345789,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,17.07,$59.00 ,Private room,1,1,2
10710807,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,19.31,$85.00 ,Entire home/apt,1,0,2
8800936,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,18.21,$85.00 ,Private room,1,1,1
4726947,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,19.20,$70.00 ,Private room,1,1,1
5863664,Australia,New South Wales,BALLINA SHIRE COUNCIL,House,19.57,$80.00 ,Private room,1.5,1,1
28866210,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.53,$79.00 ,Private room,1,1,1
17372561,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.78,$70.00 ,Private room,1.5,1,1
23966274,Australia,NSW,BALLINA SHIRE COUNCIL,House,16.79,$50.00 ,Private room,1,1,1
19334835,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,19.42,$79.00 ,Entire home/apt,1,1,1
31323372,Australia,NSW,BALLINA SHIRE COUNCIL,House,16.85,$65.00 ,Private room,1,1,1
23945043,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.28,$70.00 ,Private room,1,1,1
13520887,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.97,$75.00 ,Entire home/apt,1,2,2
10636849,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,19.15,$79.00 ,Entire home/apt,1,2,3
20488773,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,17.73,$79.00 ,Private room,1.5,1,1
17332087,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,18.75,$60.00 ,Private room,1.5,1,1
33721765,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,18.21,$89.00 ,Entire home/apt,1,0,1
18125752,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,17.60,$80.00 ,Entire home/apt,1,1,1
21505241,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.65,$63.00 ,Private room,1,1,1
20196511,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,18.83,$60.00 ,Private room,1.5,1,1
794579,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,16.93,$65.00 ,Private room,1,1,1
798820,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.44,$75.00 ,Private room,1,1,1
20193547,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,18.21,$89.00 ,Private room,1.5,1,2
31361359,Australia,NSW,BALLINA SHIRE COUNCIL,House,17.51,$60.00 ,Private room,1,1,1
18048611,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.23,$75.00 ,Private room,1.5,1,1
7679991,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.35,$105.00 ,Private room,1,1,1
26675428,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.38,$110.00 ,Entire home/apt,1.5,2,2
30018658,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.07,$79.00 ,Entire home/apt,1,1,1
2603464,Australia,New South Wales,BALLINA SHIRE COUNCIL,Guest suite,21.85,$112.00 ,Entire home/apt,1,0,1
6227098,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.75,$99.00 ,Private room,1,1,1
10840058,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.87,$89.00 ,Entire home/apt,1,1,1
4815324,Australia,New South Wales,BALLINA SHIRE COUNCIL,House,20.96,$111.00 ,Private room,1,1,2
32073077,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.13,$79.00 ,Private room,1,1,1
15743731,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.94,$105.00 ,Entire home/apt,2,3,3
27836316,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,20.51,$85.00 ,Entire home/apt,1,1,1
14062402,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.87,$75.00 ,Private room,1.5,1,1
27318302,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.96,$110.00 ,Private room,1,1,1
30700187,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,20.05,$101.00 ,Entire home/apt,1,1,1
16604285,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.45,$70.00 ,Private room,1,1,1
992838,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.42,$114.00 ,Private room,1,1,1
21937115,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.96,$110.00 ,Entire home/apt,1,1,1
17387927,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.43,$121.00 ,Entire home/apt,1,2,2
24756584,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,18.43,$94.00 ,Entire home/apt,1,1,1
2620938,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.50,$94.00 ,Entire home/apt,1,2,2
27892120,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.30,$80.00 ,Entire home/apt,1,0,1
21462083,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.73,$136.00 ,Entire home/apt,1,1,1
7099847,Australia,New South Wales,BALLINA SHIRE COUNCIL,House,21.29,$125.00 ,Private room,1,1,2
16705398,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.33,$87.00 ,Entire home/apt,1,1,1
18160182,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.05,$115.00 ,Private room,1,1,2
33076034,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,18.30,$85.00 ,Private room,1,2,2
7351253,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.20,"$1,080.00 ",Entire home/apt,2,3,4
17174356,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.92,$91.00 ,Entire home/apt,1,0,1
14360381,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.04,$141.00 ,Private room,1,3,6
21700820,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.65,$129.00 ,Entire home/apt,1,2,4
29597687,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,21.11,$95.00 ,Entire home/apt,1,0,1
14942821,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.83,$140.00 ,Entire home/apt,1,2,5
33596750,Australia,NSW,BALLINA SHIRE COUNCIL,House,19.50,$94.00 ,Private room,1.5,1,1
15747657,Australia,NSW,BALLINA SHIRE COUNCIL,House,18.02,$89.00 ,Private room,1,1,2
8978428,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.65,$99.00 ,Entire home/apt,1,1,4
23090322,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.45,$119.00 ,Entire home/apt,1,1,1
14062545,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.90,$150.00 ,Entire home/apt,1.5,2,3
1107994,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,23.15,$151.00 ,Entire home/apt,1,1,1
31105678,Australia,NSW,BALLINA SHIRE COUNCIL,Camper/RV,18.92,$90.00 ,Private room,1,1,3
21884866,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.40,$125.00 ,Entire home/apt,1,1,1
17725937,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.17,$111.00 ,Entire home/apt,1,1,1
2461879,Australia,New South Wales,BALLINA SHIRE COUNCIL,House,20.62,$95.00 ,Private room,1,1,1
15749477,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.85,$99.00 ,Private room,1,1,1
20972306,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,20.47,$119.00 ,Entire home/apt,1,0,1
21625127,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.02,$150.00 ,Entire home/apt,1,1,2
25059196,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.32,$114.00 ,Entire home/apt,1,1,2
27968931,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,18.38,$95.00 ,Entire home/apt,1,1,1
22216216,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,20.91,$119.00 ,Entire home/apt,1,1,1
20875516,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,22.78,$135.00 ,Entire home/apt,1,1,3
4440725,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.54,$111.00 ,Private room,1,1,1
30567735,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.52,$125.00 ,Entire home/apt,1,1,2
16679347,Australia,New South Wales,BALLINA SHIRE COUNCIL,Guest suite,24.01,$151.00 ,Entire home/apt,1,2,2
22193970,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,23.13,$145.00 ,Entire home/apt,1,1,1
17835642,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.85,$99.00 ,Entire home/apt,1,0,1
16844871,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,21.27,$127.00 ,Entire home/apt,1,0,1
22069495,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.85,$111.00 ,Entire home/apt,1,1,1
31063205,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.41,$140.00 ,Private room,1,1,1
430744,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.88,$135.00 ,Entire home/apt,1,1,1
28969828,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.56,$121.00 ,Private room,1,2,2
33404353,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.66,$121.00 ,Entire home/apt,1,1,1
1127830,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,19.79,$121.00 ,Entire home/apt,1,1,1
13128022,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,20.49,$142.00 ,Entire home/apt,1,2,3
16616675,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.20,$145.00 ,Entire home/apt,1,1,2
23843472,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.99,$104.00 ,Entire home/apt,1,0,1
18923401,Australia,NSW,BALLINA SHIRE COUNCIL,House,22.63,$125.00 ,Private room,1,1,1
19255867,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.29,$125.00 ,Private room,1,1,2
34095501,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.35,$141.00 ,Entire home/apt,1,2,2
27492998,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,24.33,$158.00 ,Entire home/apt,1,2,2
24525724,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,22.61,$129.00 ,Entire home/apt,1.5,2,5
23880255,Australia,NSW,BALLINA SHIRE COUNCIL,House,22.55,$135.00 ,Private room,1,1,1
16946599,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,22.57,$138.00 ,Entire home/apt,1,1,1
16409173,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.20,$139.00 ,Entire home/apt,1.5,2,4
24357472,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.48,$145.00 ,Entire home/apt,1.5,2,2
7517679,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.94,$151.00 ,Entire home/apt,1,2,3
28287001,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,19.12,$115.00 ,Entire home/apt,1,0,1
19037407,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,24.08,$150.00 ,Private room,1,2,4
19061805,Australia,NSW,BALLINA SHIRE COUNCIL,House,22.38,$129.00 ,Entire home/apt,1,2,3
10436696,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,24.35,$210.00 ,Entire home/apt,1,1,1
20727773,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.60,$140.00 ,Entire home/apt,2,2,3
1557937,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.04,$135.00 ,Entire home/apt,2,3,3
19892782,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.77,$175.00 ,Entire home/apt,1,1,1
15807139,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,21.55,$139.00 ,Entire home/apt,1,1,1
33948547,Australia,NSW,BALLINA SHIRE COUNCIL,House,21.22,$121.00 ,Entire home/apt,1,1,1
21791354,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,22.49,$156.00 ,Entire home/apt,1,1,1
10527125,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,24.45,$193.00 ,Entire home/apt,1,1,1
8536625,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.15,$150.00 ,Entire home/apt,1,1,1
11743458,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,26.46,$228.00 ,Entire home/apt,2,2,3
23834424,Australia,NSW,BALLINA SHIRE COUNCIL,House,23.55,$180.00 ,Private room,2,1,1
5177766,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,22.56,$143.00 ,Entire home/apt,1,1,2
28697793,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.16,$190.00 ,Entire home/apt,1,2,2
15743774,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.43,$180.00 ,Entire home/apt,1,1,1
7147961,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.68,$230.00 ,Entire home/apt,1,3,3
23860542,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,22.95,$171.00 ,Entire home/apt,1,2,3
32993672,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.12,$150.00 ,Entire home/apt,1,2,3
31194781,Australia,NSW,BALLINA SHIRE COUNCIL,House,24.39,$165.00 ,Entire home/apt,1,1,1
22872538,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,23.61,$140.00 ,Entire home/apt,1,1,1
22267512,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,20.94,$151.00 ,Entire home/apt,1,1,3
31177708,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.39,$142.00 ,Entire home/apt,1,2,2
17943413,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,20.90,$150.00 ,Private room,1,1,1
12053404,Australia,NSW,BALLINA SHIRE COUNCIL,House,24.87,$235.00 ,Entire home/apt,1,3,6
23668217,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,22.16,$191.00 ,Entire home/apt,1,2,2
23610320,Australia,NSW,BALLINA SHIRE COUNCIL,House,24.14,$200.00 ,Entire home/apt,2.5,3,3
24922899,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,26.28,$245.00 ,Entire home/apt,1,1,1
30110367,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,23.60,$185.00 ,Entire home/apt,1,0,2
21179793,Australia,NSW,BALLINA SHIRE COUNCIL,House,23.82,$170.00 ,Entire home/apt,1,1,1
23311596,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.41,$150.00 ,Entire home/apt,1,0,1
22737294,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,23.49,$175.00 ,Entire home/apt,1,0,1
28940121,Australia,NSW,BALLINA SHIRE COUNCIL,House,23.44,$250.00 ,Entire home/apt,2,3,3
23294252,Australia,NSW,BALLINA SHIRE COUNCIL,House,25.72,$220.00 ,Entire home/apt,2,3,3
14875226,Australia,NSW,BALLINA SHIRE COUNCIL,House,20.90,$150.00 ,Entire home/apt,1,1,3
20040248,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,20.78,$150.00 ,Entire home/apt,1,3,3
31008737,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.98,$194.00 ,Entire home/apt,1,1,1
30824080,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,23.09,$194.00 ,Entire home/apt,1,1,1
23470726,Australia,NSW,BALLINA SHIRE COUNCIL,House,25.62,$230.00 ,Entire home/apt,2,2,2
30514036,Australia,NSW,BALLINA SHIRE COUNCIL,House,24.64,$202.00 ,Entire home/apt,1,2,4
19335117,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.42,$240.00 ,Entire home/apt,2.5,4,5
11743983,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.05,$165.00 ,Entire home/apt,1,1,1
21373955,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,23.52,$207.00 ,Entire home/apt,1,0,1
5622967,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.21,$175.00 ,Entire home/apt,1,1,2
11781126,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,21.94,$180.00 ,Entire home/apt,1,2,2
16757055,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.35,$290.00 ,Entire home/apt,2,3,4
19831292,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.25,$260.00 ,Entire home/apt,2,2,3
29597541,Australia,NSW,BALLINA SHIRE COUNCIL,House,25.47,$230.00 ,Entire home/apt,2,3,3
20973038,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,25.27,$264.00 ,Entire home/apt,1,1,1
16054025,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,23.67,$216.00 ,Entire home/apt,1,3,4
2521456,Australia,NSW,BALLINA SHIRE COUNCIL,House,23.44,$250.00 ,Private room,1,2,2
31725216,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,24.34,$190.00 ,Entire home/apt,1,1,1
28127609,Australia,NSW,BALLINA SHIRE COUNCIL,House,27.23,$250.00 ,Entire home/apt,2,2,2
22485768,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,22.75,$180.00 ,Entire home/apt,1,1,1
33496183,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.49,$240.00 ,Private room,1,2,2
29015914,Australia,NSW,BALLINA SHIRE COUNCIL,House,27.29,$299.00 ,Entire home/apt,2,3,5
32458190,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.91,$248.00 ,Entire home/apt,1,2,3
30776990,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.76,$300.00 ,Entire home/apt,2,3,4
32926480,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,26.43,$270.00 ,Entire home/apt,1,0,1
30824064,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,26.00,$204.00 ,Entire home/apt,1,1,1
29264850,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.30,$321.00 ,Entire home/apt,2,3,3
23062742,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,27.49,$306.00 ,Private room,1,1,2
19256406,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.58,$275.00 ,Private room,1,2,3
17499186,Australia,NSW,BALLINA SHIRE COUNCIL,House,28.60,$339.00 ,Entire home/apt,3,3,3
21384984,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,24.24,$211.00 ,Entire home/apt,2,1,2
17530393,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,23.14,$204.00 ,Entire home/apt,2,1,1
22752258,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.71,$355.00 ,Entire home/apt,1,1,1
17794437,Australia,New South Wales,BALLINA SHIRE COUNCIL,Apartment,30.31,$329.00 ,Entire home/apt,1,1,1
28591264,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.51,$289.00 ,Entire home/apt,1,1,1
16530860,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.40,$280.00 ,Entire home/apt,2,2,2
31132884,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,25.18,$250.00 ,Entire home/apt,1,1,1
5163899,Australia,NSW,BALLINA SHIRE COUNCIL,House,22.58,$209.00 ,Entire home/apt,2.5,3,3
31571822,Australia,,BALLINA SHIRE COUNCIL,House,27.73,$242.00 ,Entire home/apt,1,2,3
20196357,Australia,NSW,BALLINA SHIRE COUNCIL,House,27.37,$349.00 ,Entire home/apt,1.5,4,5
33024129,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.38,$210.00 ,Entire home/apt,1,1,1
30964165,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.21,$291.00 ,Private room,1,1,1
33535366,Australia,NSW,BALLINA SHIRE COUNCIL,House,24.82,$254.00 ,Entire home/apt,1,1,2
4078002,Australia,NSW,BALLINA SHIRE COUNCIL,House,25.74,$299.00 ,Entire home/apt,2,4,7
2406659,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.56,$398.00 ,Entire home/apt,1,2,2
8132438,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.89,$254.00 ,Entire home/apt,2,2,3
22053740,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,33.03,$401.00 ,Entire home/apt,1,2,2
19911991,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,26.57,$280.00 ,Entire home/apt,2,3,4
32595129,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.25,$286.00 ,Entire home/apt,1,1,1
30697417,Australia,,BALLINA SHIRE COUNCIL,House,27.03,$383.00 ,Entire home/apt,2,2,3
28056773,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,23.77,$245.00 ,Entire home/apt,1,0,1
30802888,Australia,NSW,BALLINA SHIRE COUNCIL,House,27.55,$250.00 ,Entire home/apt,1,1,1
22192023,Australia,NSW,BALLINA SHIRE COUNCIL,House,30.65,$359.00 ,Private room,1.5,2,3
32244522,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,31.34,$421.00 ,Entire home/apt,1,1,1
4646286,Australia,NSW,BALLINA SHIRE COUNCIL,House,26.40,$244.00 ,Entire home/apt,1,2,2
27232433,Australia,NSW,BALLINA SHIRE COUNCIL,House,23.73,$255.00 ,Entire home/apt,2.5,3,3
29405088,Australia,NSW,BALLINA SHIRE COUNCIL,Loft,26.43,$319.00 ,Entire home/apt,1,1,1
30185550,Australia,NSW,BALLINA SHIRE COUNCIL,House,31.16,$370.00 ,Entire home/apt,2,4,5
8581503,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,26.09,$350.00 ,Entire home/apt,1,2,2
15437061,Australia,NSW,BALLINA SHIRE COUNCIL,House,31.26,$410.00 ,Entire home/apt,1,3,4
29947774,Australia,NSW,BALLINA SHIRE COUNCIL,House,27.24,$316.00 ,Entire home/apt,1,2,2
21114489,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,28.87,$349.00 ,Entire home/apt,1,1,1
26874979,Australia,NSW,BALLINA SHIRE COUNCIL,House,30.49,$360.00 ,Entire home/apt,2,3,6
21345931,Australia,NSW,BALLINA SHIRE COUNCIL,House,29.72,$480.00 ,Entire home/apt,2,3,3
17967737,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,33.97,$450.00 ,Entire home/apt,1,2,3
16137090,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,28.34,$305.00 ,Entire home/apt,1,1,2
29764809,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,30.49,$475.00 ,Entire home/apt,1,1,2
23984416,Australia,NSW,BALLINA SHIRE COUNCIL,House,30.40,$400.00 ,Entire home/apt,2.5,2,2
18254182,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,25.74,$335.00 ,Entire home/apt,2,3,3
26673351,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,27.61,$298.00 ,Entire home/apt,1,2,2
12523903,Australia,NSW,BALLINA SHIRE COUNCIL,Loft,29.40,$400.00 ,Entire home/apt,1,1,1
30098089,Australia,NSW,BALLINA SHIRE COUNCIL,House,31.64,$450.00 ,Entire home/apt,2.5,5,6
23633402,Australia,NSW,BALLINA SHIRE COUNCIL,House,28.36,$289.00 ,Entire home/apt,1,1,1
15793424,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,27.57,$335.00 ,Entire home/apt,1,1,2
29065279,Australia,NSW,BALLINA SHIRE COUNCIL,House,31.67,$499.00 ,Entire home/apt,2.5,5,6
26928490,Australia,NSW,BALLINA SHIRE COUNCIL,House,35.71,$500.00 ,Entire home/apt,2,3,3
10078915,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,34.37,$500.00 ,Entire home/apt,1,1,2
21843205,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,27.83,$420.00 ,Entire home/apt,1,2,2
9050232,Australia,NSW,BALLINA SHIRE COUNCIL,House,34.06,$470.00 ,Entire home/apt,1,2,2
29130916,Australia,NSW,BALLINA SHIRE COUNCIL,House,29.54,$299.00 ,Entire home/apt,1.5,3,4
917015,Australia,NSW,BALLINA SHIRE COUNCIL,House,32.51,$550.00 ,Entire home/apt,3,4,4
8907191,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,29.04,$335.00 ,Entire home/apt,2,3,4
12813063,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,32.42,$380.00 ,Entire home/apt,1,2,2
18921400,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,34.37,$500.00 ,Entire home/apt,3,4,6
30779619,Australia,NSW,BALLINA SHIRE COUNCIL,Camper/RV,27.31,$339.00 ,Entire home/apt,0,0,2
23946212,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,31.17,$351.00 ,Entire home/apt,1,1,1
11955991,Australia,NSW,BALLINA SHIRE COUNCIL,Guest suite,27.38,$321.00 ,Entire home/apt,1.5,1,2
29767849,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,28.56,$435.00 ,Entire home/apt,2,2,3
29783942,Australia,NSW,BALLINA SHIRE COUNCIL,House,29.48,$525.00 ,Entire home/apt,1.5,1,2
18879998,Australia,NSW,BALLINA SHIRE COUNCIL,Apartment,29.78,$505.00 ,Entire home/apt,1,2,2
22167292,Australia,NSW,BALLINA SHIRE COUNCIL,House,29.60,$400.00 ,Entire home/apt,2,4,5
31550062,Australia,NSW,BALLINA SHIRE COUNCIL,Guesthouse,29.69,$468.00 ,Entire home/apt,1,1,2
