ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensityEdge_PI,Intensity_IntegratedIntensity_DAPI,Intensity_IntegratedIntensity_PI,Intensity_LowerQuartileIntensity_DAPI,Intensity_LowerQuartileIntensity_PI,Intensity_MADIntensity_DAPI,Intensity_MADIntensity_PI,Intensity_MassDisplacement_DAPI,Intensity_MassDisplacement_PI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PI,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PI,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PI,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PI,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PI,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PI,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PI,Number_Object_Number
1,11,5.7954680789262056,5.1752651184797287,79.112703287974,35.627359472215176,0.060074768960475922,0.035263597965240479,0.020737007260322571,0.0016784928739070892,0.23111298682458023,0.11272804830490488,0.055451285094022751,0.040451668202877045,0.14410620927810669,0.047119859606027603,0.039694986841960316,0.035447021359450194,0.082409065924972921,0.037111832783557473,0.086472876369953156,0.036697946488857269,0.029465170577168465,0.030746929347515106,0.029465170577168465,0.030670633539557457,0.0058644437768205467,0.0020246440425593414,0.027424340759291913,0.0026957956226020896,0.10315098613500595,0.038788434118032455,11
1,12,5.4579079803079367,4.9380941744893789,121.07310600765049,34.943511249497533,0.064290076494216919,0.036060884594917297,0.048172732815146446,0.0018158238381147385,1.6465282615646006,0.039663880261020357,0.055512320250272751,0.040299076586961746,0.42496377229690552,0.045258257538080215,0.039550057828318379,0.035783291119488254,0.13145831271188979,0.037940837404449007,0.10494392365217209,0.037689782679080963,0.031128404662013054,0.030899519100785255,0.031128404662013054,0.030899519100785255,0.0051935021735608003,0.0018510508597856833,0.089100658058693202,0.002672190875992506,0.16988250240683556,0.039791714400053024,12
1,13,3.3690241798758507,1.571725033223629,7.8656443059444427,3.2544594630599022,0.048710611648857594,0.033615626394748688,0.029381247237324715,0.00063324905931949615,0.82236066611010805,0.022779663605583873,0.13203631341457367,0.036575876176357269,0.13203631341457367,0.036575876176357269,0.073239656084257629,0.034167935504861503,0.082796255852046766,0.034257468032209498,0.087655451148748398,0.034164950251579285,0.033020522445440292,0.032181277871131897,0.033020522445440292,0.031906615942716599,0.037014002655310074,0.0010821124460706553,0.032244345149156119,0.0010354682046329882,0.11193637177348137,0.034855421632528305,13
1,14,4.3250171914696693,4.1783321984112263,29.720271676778793,21.255283493548632,0.041348135098814964,0.035049974918365479,0.00794232077896595,0.0010528713464736938,0.19086334183848014,0.14113824209839354,0.059159226715564728,0.041626613587141037,0.077271685004234314,0.041626613587141037,0.037284630960945427,0.036020105158717466,0.05045886532560067,0.03608706874965812,0.051560234278440475,0.036087587475776672,0.027801938354969025,0.031982909888029099,0.027801938354969025,0.031982909888029099,0.0072087349276429161,0.0015846221846127731,0.011090060162409038,0.0015223583714305733,0.057877469807863235,0.037140458822250366,14
1,15,5.2753185573965311,4.4072938300669193,77.605218598619103,26.886518724262714,0.056725412607192993,0.034119173884391785,0.043266955763101578,0.0019455254077911377,0.064787246570013585,0.41341344238646754,0.062455177307128906,0.040543220937252045,0.22049286961555481,0.055832762271165848,0.041537941396823076,0.034703101024148968,0.1073377850603307,0.037187439452645528,0.11303883418440819,0.035812925547361374,0.030594339594244957,0.03013656847178936,0.030594339594244957,0.029938200488686562,0.0064120400597383487,0.0023637688196335373,0.048940259326508341,0.0048176309475809753,0.14886320009827614,0.038517586886882782,15
1,16,3.8654612153768539,2.8686198182404041,36.745326943695545,13.734447259455919,0.057698175311088562,0.032959487289190292,0.032501718029379845,0.0014419779181480408,0.12254773778715172,0.17555309281958906,0.06021210178732872,0.039871823042631149,0.16327153146266937,0.039871823042631149,0.044947223434614582,0.033356044398144234,0.091634231779789396,0.03425049191884269,0.088921952992677689,0.034172579646110535,0.03489738330245018,0.028717478737235069,0.03489738330245018,0.02861066535115242,0.006325175143217285,0.0027746348924493091,0.036856602976679989,0.0021656553400796865,0.12619592249393463,0.035751886665821075,16
1,17,3.3450675271451473,3.0509041026234627,36.956771213561296,15.029556749388576,0.043465325608849525,0.033638514578342438,0.039459832012653351,0.0011291690170764923,0.41961593286136656,0.059183612732453483,0.055512320250272751,0.036514841020107269,0.16246280074119568,0.039139389991760254,0.036359429642882038,0.03316200111547242,0.085153850722491473,0.034630315090757084,0.088349737226963043,0.034729532897472382,0.030060272663831711,0.028961623087525368,0.030060272663831711,0.028961623087525368,0.0043825292174115519,0.0017878074525839133,0.039334858371344393,0.0017932890739378756,0.12114137411117554,0.035866331309080124,17
1,18,5.0930495336651802,3.9702906999737024,58.582909904420376,21.710307534784079,0.057587549090385437,0.033005263656377792,0.024139773100614548,0.0010681301355361938,0.1185971010450871,0.15201112567347622,0.10290684551000595,0.037720303982496262,0.18161287903785706,0.039154648780822754,0.042798735577018319,0.033363787394736992,0.091679045233834702,0.033975442151461782,0.10001526027917862,0.034027617424726486,0.031204700469970703,0.028915846720337868,0.031204700469970703,0.027862973511219025,0.012239833027396615,0.0018638526563379339,0.035277056486582539,0.001769626914825671,0.11781490780413151,0.035111010074615479,18
1,19,4.3198596350848675,3.80743114836514,43.173815589398146,20.666193678975105,0.051361866295337677,0.032059203833341599,0.017929352819919586,0.0010223574936389923,0.21126422218544996,0.17009366538652163,0.048264287412166595,0.036987870931625366,0.12332341820001602,0.037644006311893463,0.037240169267972995,0.032822682313492585,0.069188807034291894,0.03311890012656267,0.068680860102176666,0.033081561326980591,0.029343098402023315,0.027527276426553726,0.029343098402023315,0.027527276426553726,0.0047545395849666458,0.0019143493366985615,0.022744885642187389,0.0015164015767585204,0.086854353547096252,0.034134432673454285,19
1,20,5.0111543498933315,3.7046463843435049,62.863859124481678,21.812695579603314,0.065796902403235435,0.03165484219789505,0.020988784730434418,0.0012359805405139923,0.30015651251644732,0.22506312161351874,0.063721679151058197,0.035889219492673874,0.16823071241378784,0.037750821560621262,0.043957494297309926,0.032496898108276356,0.094817283747332851,0.032899993332735016,0.1032806895673275,0.032898452132940292,0.033249408006668091,0.029495690017938614,0.033249408006668091,0.02858014777302742,0.0068226622399847892,0.0015366583315333956,0.031909386684844901,0.0016300715331564407,0.11944762617349625,0.034134432673454285,20
1,21,4.9195391982793808,2.9375753495842218,33.519111935049295,13.291569428518414,0.058567940257489681,0.028961623087525368,0.016083011403679848,0.00079346913844347,0.13923522592423143,0.057027272040948984,0.067414358258247375,0.033234149217605591,0.11984435468912125,0.033234149217605591,0.04919539198279381,0.029375753495842219,0.074986827595188585,0.02973505464992934,0.074593730270862579,0.029694056138396263,0.038391698151826859,0.026718547567725182,0.038391698151826859,0.026718547567725182,0.0062189240825378106,0.0011766457471533826,0.019736608015140458,0.0011343450298262078,0.090669110417366028,0.030518043786287308,21
1,22,4.0670786593109369,4.0181887540966272,86.205218659713864,24.356633910909295,0.040619514882564545,0.03494315966963768,0.0318455770611763,0.0015869401395320892,1.8823109844771331,0.41085281231910775,0.050247959792613983,0.040268559008836746,0.45935758948326111,0.043289843946695328,0.034761356062486641,0.034343493624757498,0.12904972853250579,0.036462026812738468,0.065445944666862488,0.037048906087875366,0.027054246515035629,0.029480431228876114,0.027054246515035629,0.029312580823898315,0.0048472252269718321,0.0029657677585806365,0.11730638427537808,0.002857530557524789,0.2056305855512619,0.038391698151826859,22
1,23,4.4123598095029593,4.5993286296725273,77.927336612716317,31.711558861657977,0.044220644980669022,0.031136034056544304,0.034088652580976486,0.0014038309454917908,0.53458782333213206,0.11385882861565284,0.039703976362943649,0.036179140210151672,0.14923323690891266,0.037277791649103165,0.029813241956101078,0.031076544795084645,0.080007532456587593,0.032558068646466098,0.080247193574905396,0.032440681010484695,0.024338139221072197,0.026688029989600182,0.024338139221072197,0.026688029989600182,0.0030520550527518764,0.0019414999637817332,0.037089639850926594,0.0019303698271240437,0.11223010718822479,0.033936064690351486,23
1,24,7.8251774273812771,5.2796368636190891,77.280659276992083,29.551384821534157,0.061161973513662815,0.033039595931768417,0.021614409983158112,0.0010681301355361938,0.12086636238892423,0.2020843668867715,0.13768215477466583,0.036881055682897568,0.16749829053878784,0.039780270308256149,0.049841894441918964,0.033628260277828594,0.089341802632360787,0.034163450660733126,0.096543833613395691,0.033966582268476486,0.029694056138396263,0.030823225155472755,0.029694056138396263,0.030701152980327606,0.028777397808596991,0.0012482376143200715,0.032318829408820034,0.0015045039117114966,0.11256580613553524,0.035233080387115479,24
1,25,4.2990310657769442,3.5857633370906115,38.685313271358609,18.382101213559508,0.045151446014642715,0.031128404662013054,0.019592579454183578,0.0010681338608264923,0.23525182697382455,0.1824381116946456,0.052262149751186371,0.036392766982316971,0.12236209958791733,0.036942090839147568,0.038044522705990659,0.031732418912306298,0.067631666558319245,0.032136540583145995,0.069062329828739166,0.032089721411466599,0.030914777889847755,0.027862973511219025,0.030914777889847755,0.027862973511219025,0.0051542037728607992,0.0016853928872982522,0.023552596284803256,0.0015573936583445356,0.085008010268211365,0.033203631639480591,25
1,26,3.5942626129835844,1.3943236544728279,6.587655445560813,2.5688258297741413,0.038540474139153957,0.03163958340883255,0.03485923632979393,0.00085450336337089539,1.2219787906387629,0.042105073489748991,0.19374379515647888,0.036194398999214172,0.19374379515647888,0.036194398999214172,0.08358750262752522,0.032426131499368092,0.083388043614693833,0.032516782655368878,0.069001294672489166,0.032501716166734695,0.027725642547011375,0.030075531452894211,0.027725642547011375,0.029648279771208763,0.056262112168331331,0.0013590831153592782,0.048546400027148259,0.0013004890175176912,0.12724116444587708,0.033253222703933716,26
1,27,3.8482795525342226,3.1503471545875072,37.645700881257653,15.013138046488166,0.052246890962123871,0.032837416976690292,0.032547496259212494,0.0010528750717639923,0.26818071267849969,0.13663736338325622,0.053040359169244766,0.036789502948522568,0.15089647471904755,0.03796444833278656,0.040086245338898152,0.032816116193619869,0.084787614597427147,0.033813373978576949,0.085023269057273865,0.034027617424726486,0.030945297330617905,0.027069505304098129,0.030945297330617905,0.027069505304098129,0.0054953106825529193,0.0022586473003185013,0.034448425814069802,0.0017055385778778436,0.11677729338407516,0.03494315966963768,27
1,28,5.2363622672855854,4.3052414823323488,82.48181888461113,27.816220384091139,0.05878156702965498,0.033844511955976486,0.039787899702787399,0.0015793070197105408,0.4074273558545366,0.20371922957463864,0.0634775310754776,0.037949185818433762,0.19771113991737366,0.04127565398812294,0.040591955560353374,0.033373964979320533,0.10480536071742202,0.035344625646875655,0.10962081328034401,0.035423818975687027,0.031219959259033203,0.029678797349333763,0.031219959259033203,0.029327839612960815,0.0052190669440888683,0.0018801047429297495,0.04525221956007635,0.002278970441193841,0.14543373882770538,0.037006944417953491,28
1,29,9.7744411677122116,7.0446326695382595,125.99284378625453,47.602365367114544,0.051125353202223778,0.032608531415462494,0.035584047436714172,0.0012665018439292908,0.86064654304378319,0.060775375711270431,0.18136873841285706,0.038483254611492157,0.18136873841285706,0.039887081831693649,0.045462517059126566,0.032765733346689578,0.089610841953239345,0.033856589877037373,0.093003734946250916,0.034012358635663986,0.026886396110057831,0.028702219948172569,0.026886396110057831,0.026764323934912682,0.034731403600508227,0.0020353987273020258,0.040189746717649334,0.0019971807537225274,0.12283512577414513,0.035141527652740479,29
1,30,4.2824292462319136,3.0711070522665977,37.742183672264218,14.672892395406961,0.051720453426241875,0.028351262211799622,0.023620963096618652,0.0010528713464736938,0.35014396701976347,0.15190768014663747,0.054886702448129654,0.033844511955976486,0.12401007115840912,0.033844511955976486,0.04040027590784824,0.02897270804025092,0.075787517414185171,0.029463639348206751,0.078248262405395508,0.029556725174188614,0.031067369505763054,0.02543678879737854,0.031067369505763054,0.02543678879737854,0.0056824051467636062,0.0018287749665187804,0.026071474137772586,0.0015413615301158171,0.099206529557704926,0.030449378304183483,30
1,31,4.6665446162223816,3.9920958392322063,47.732021156698465,20.078934989869595,0.05461585521697998,0.034134432673454285,0.026192108169198036,0.0014648661017417908,0.67267327634775187,0.22734843163159227,0.058808270841836929,0.039871823042631149,0.16134889423847198,0.041794460266828537,0.040228832898468805,0.03441461930372592,0.083887559150612412,0.035288110702758516,0.085587851703166962,0.035690851509571075,0.031387809664011002,0.028778515756130219,0.031387809664011002,0.027283132076263428,0.0059645467233856008,0.0027729224284283728,0.033201321012956746,0.0026409783900758544,0.10559624806046486,0.037109941244125366,31
1,32,4.3408407904207706,4.0521706249564886,69.1911955550313,25.98780813626945,0.042347599752247334,0.03236820176243782,0.042450603097677231,0.0014801248908042908,1.0091104094586132,0.22511868485656342,0.045273516327142715,0.036499582231044769,0.20511177182197571,0.039185170084238052,0.033912818675162271,0.031657583007472567,0.089975546885606369,0.033794288863809425,0.081429768353700638,0.033783473074436188,0.028809033334255219,0.026001373305916786,0.028809033334255219,0.026001373305916786,0.0031355802504863298,0.0018445486390587778,0.048627355154448208,0.0021022877210400636,0.13118943572044373,0.035378042608499527,32
1,33,3.7567559406161308,2.1429312713444233,18.162111859768629,7.0971694812178612,0.051262683235108852,0.031914245337247849,0.02877851203083992,0.0011367965489625931,0.3897572485433754,0.19555583984851813,0.13940642774105072,0.037216752767562866,0.15667963027954102,0.037659265100955963,0.056920544554789863,0.032468655626430656,0.083696368017366948,0.032705850143861112,0.085740447044372559,0.033020522445440292,0.031052108854055405,0.026703288778662682,0.031052108854055405,0.026703288778662682,0.029010344128642476,0.0028963477994858253,0.032875063113735059,0.0022319848796766039,0.11071946285665035,0.034172579646110535,33
1,34,3.6694743521511555,3.3424277231097221,38.000320501625538,17.983596635982394,0.047203782945871353,0.032745860517024994,0.019851986318826675,0.0011749453842639923,0.2266359048125258,0.12589341058668252,0.052704662084579468,0.038483254611492157,0.13688868284225464,0.039719235152006149,0.036694743521511558,0.03342427723109722,0.071698717927595357,0.03393131440751395,0.075272753834724426,0.033829253166913986,0.028763256967067719,0.029129473492503166,0.028763256967067719,0.029037918895483017,0.0047890708525850654,0.0019508855130291535,0.025474137103074841,0.0017679820917710723,0.090844586491584778,0.035065233707427979,34
1,35,3.3133745416998863,2.8908674698323011,36.480430334806442,14.87518123164773,0.044327458366751671,0.03179217129945755,0.032135501503944397,0.0010376162827014923,0.26878653910534556,0.10171306578425407,0.055802244693040848,0.035568781197071075,0.16499580442905426,0.036987870931625366,0.03681527268555429,0.032120749664803348,0.080353370781511987,0.032764716369268129,0.080216675996780396,0.032776378095149994,0.029739834368228912,0.027908751741051674,0.029739834368228912,0.027878232300281525,0.0056120317094099648,0.0015804029505296414,0.035469841884536724,0.0016166285390449146,0.10753032565116882,0.033875029534101486,35
1,36,3.8856183737516403,2.5569085329771042,19.898298606276512,9.4031281042844057,0.054627299308776855,0.033035781234502792,0.030533306300640106,0.0026398114860057831,0.393366256504044,1.0416313029755218,0.12214846909046173,0.061631187796592712,0.1426260769367218,0.07603570818901062,0.057141446672818237,0.03760159607319271,0.0857685284753298,0.04053072458743278,0.087174795567989349,0.035049974918365479,0.033371482044458389,0.029877165332436562,0.033371482044458389,0.029877165332436562,0.027339629639877547,0.0076690392284274661,0.032442342563989889,0.011734415571644227,0.11554131656885147,0.043930724263191223,36
1,37,4.7815518528223038,4.007660049945116,68.767956100404263,24.396856708452106,0.059391927905380726,0.032822154462337494,0.028290227055549622,0.0010070949792861938,0.033330274242086143,0.11707078442496696,0.056656748056411743,0.037323568016290665,0.16580453515052795,0.038620583713054657,0.039846265440185866,0.033397167082875968,0.095378579889603687,0.033837526641403749,0.10233462974429131,0.033737696707248688,0.030731670558452606,0.030212864279747009,0.030731670558452606,0.029831387102603912,0.0053909136847154447,0.0016417293638243684,0.037079866720693695,0.0015386377109313425,0.12537956237792969,0.034802015870809555,37
1,38,4.2686350867152214,3.3735256046056747,39.396261528134346,17.107377788051963,0.054703593254089355,0.032478827983140945,0.020172432065010071,0.0011596865952014923,0.24933442390715907,0.13016353727668961,0.059266041964292526,0.037003129720687866,0.12518501281738281,0.039032578468322754,0.041044568141492516,0.032437746198131487,0.077247571623792838,0.033543878015788162,0.081177994608879089,0.033646143972873688,0.031570915132761002,0.02702372707426548,0.031570915132761002,0.02702372707426548,0.0062216204194485781,0.0021806167305482402,0.025180586445088516,0.0018740603692451612,0.099069200456142426,0.034782940521836281,38
1,39,3.8401922844350338,3.1863431744277477,38.163760013878345,15.984603667631745,0.053620204329490662,0.033142596483230591,0.028061337769031525,0.0015716776251792908,0.5769336002810681,0.16478229184352458,0.054108493030071259,0.038254369050264359,0.16908521950244904,0.039673458784818649,0.040002002962864935,0.033191074733622372,0.082964695682344228,0.034749138407895099,0.078965440392494202,0.034760050475597382,0.030350195243954659,0.030640115961432457,0.030350195243954659,0.030640115961432457,0.0052854281901517841,0.0017787208993245008,0.035278065456123206,0.002027268338684972,0.10836957395076752,0.036224916577339172,39
1,40,4.6567788384854794,3.20524912327528,38.819668982177973,15.933196054771543,0.050385288894176483,0.031296253204345703,0.026886396110057831,0.0011139102280139923,0.9777418146065836,0.21626813813413501,0.065293356776237488,0.036774244159460068,0.14628824591636658,0.036774244159460068,0.045654694494955683,0.031424011012502744,0.078901766223938963,0.03238454482677143,0.075288012623786926,0.032410163432359695,0.036285955458879471,0.027573052793741226,0.036285955458879471,0.027573052793741226,0.0063792391307069488,0.0018773472296091634,0.029653894499140555,0.0016691092803305717,0.10438697040081024,0.033524069935083389,40
1,41,4.5235675778239965,3.6912795044481754,69.127534994855523,22.6392767932266,0.054879073053598404,0.031548026949167252,0.043839167803525925,0.0015259049832820892,0.28258550762031753,0.2261135996826123,0.060654610395431519,0.037750821560621262,0.20094606280326843,0.038788434118032455,0.03866297075063245,0.031549397473916031,0.10076900145022671,0.033001861214616034,0.097688257694244385,0.033081561326980591,0.027359426021575928,0.027161059901118279,0.027359426021575928,0.027161059901118279,0.0069100310694952096,0.0026143960127226209,0.048315434382811072,0.0023708714012454103,0.14307621866464615,0.034584574401378632,41
1,42,4.8110627997666597,4.3688868749886751,77.842908596619964,30.045334687456489,0.058014800772070885,0.033218890428543091,0.029510945081710815,0.0010223537683486938,0.25933989965715282,0.14309307344024486,0.050247959792613983,0.037109941244125366,0.16163882613182068,0.038925763219594955,0.036447445452777727,0.033097627840823297,0.088659349198883783,0.034220198960656596,0.092057682573795319,0.034195467829704285,0.027954528108239174,0.029358359053730965,0.027954528108239174,0.029358359053730965,0.0043354855263884832,0.001433594345441524,0.034675797947738424,0.0014823902808077604,0.1196688786149025,0.035248339176177979,42
1,43,3.5636225007474422,6.7764248382300138,43.835095800459385,53.548226347193122,0.045227739959955215,0.055954832583665848,0.032547496259212494,0.035217821598052979,0.49670912968577169,1.709162184371591,0.043808650225400925,0.12207217514514923,0.15144579112529755,0.19699397683143616,0.032996504636550392,0.062744674428055688,0.07827695678653461,0.095621832762844861,0.073289081454277039,0.090806439518928528,0.026108186691999435,0.030045013874769211,0.026108186691999435,0.030045013874769211,0.0048241829240969949,0.02545422893253646,0.036468568182269387,0.044138600190970302,0.1116807833313942,0.12758068740367889,43
1,44,4.4084382429718971,4.0630655493587255,81.772121835500002,26.892759680747986,0.057377737015485764,0.032864119857549667,0.037827115505933762,0.0010376162827014923,0.2844764610195481,0.084061638143456532,0.050644692033529282,0.037796597927808762,0.19775693118572235,0.038651101291179657,0.03555192131428949,0.032766657656118754,0.10285801488742138,0.033827370667607527,0.11206225678324699,0.033829253166913986,0.028336003422737122,0.027756160125136375,0.028336003422737122,0.027756160125136375,0.0045345608610456662,0.0022587013756895083,0.046209823568872134,0.001734165862397944,0.1396772712469101,0.035008009523153305,44
1,45,3.9511253647506237,3.5674830283969641,44.560402888804674,20.060700416564941,0.046784160658717155,0.033089190721511841,0.025574125349521637,0.0014038309454917908,0.30406357451713478,0.11117659902243726,0.052094299346208572,0.036835279315710068,0.13826200366020203,0.045242998749017715,0.036584494118061334,0.033032250262934854,0.077094122644990784,0.034707094146306128,0.083085373044013977,0.034454870969057083,0.029556725174188614,0.028427558019757271,0.029556725174188614,0.028427558019757271,0.0049121765129816882,0.0017655483485460855,0.02959891502823489,0.0025161522430621726,0.10159456729888916,0.035957884043455124,45
1,46,3.3001449890434742,2.3940489832311869,22.866575192660093,9.7113908976316452,0.046417944133281708,0.02856488898396492,0.022125579416751862,0.00097657740116119385,0.26725221177197417,0.18389647410539611,0.056610971689224243,0.034012358635663986,0.12057679146528244,0.034012358635663986,0.040742530728931782,0.029556160286804776,0.069715168270305161,0.029607899078145261,0.069169148802757263,0.029526207596063614,0.033112078905105591,0.026337072253227234,0.033112078905105591,0.026337072253227234,0.0059852654074736477,0.0018779710284144763,0.024870095234165578,0.0014874475237888283,0.090638592839241028,0.030579080805182457,46
